Pfam	Header
PF00042	P02100|reviewed|Hemoglobin subunit epsilon|taxID:9606
PF00042	P02109|reviewed|Hemoglobin subunit beta-M|taxID:9267
PF00042	P02110|reviewed|Hemoglobin subunit beta|taxID:49271
PF00042	P02112|reviewed|Hemoglobin subunit beta|taxID:9031
PF00042	P02114|reviewed|Hemoglobin subunit beta|taxID:8839
PF00042	P02129|reviewed|Hemoglobin subunit beta|taxID:8501
PF00042	P02130|reviewed|Hemoglobin subunit beta|taxID:8496
PF00042	P02132|reviewed|Hemoglobin subunit beta-1|taxID:8355
PF00042	P02133|reviewed|Hemoglobin subunit beta-2|taxID:8355
PF00042	P02139|reviewed|Hemoglobin subunit beta-A/B|taxID:7962
PF00042	P02141|reviewed|Hemoglobin subunit beta-4|taxID:8022
PF00042	P02144|reviewed|Myoglobin|taxID:9606
PF00042	P02185|reviewed|Myoglobin|taxID:9755
PF00042	P02192|reviewed|Myoglobin|taxID:9913
PF00042	P02235|reviewed|Leghemoglobin 2|taxID:3847
PF00042	P02236|reviewed|Leghemoglobin 4|taxID:3847
PF00042	P02237|reviewed|Leghemoglobin 1|taxID:3847
PF00042	P02238|reviewed|Leghemoglobin 3|taxID:3847
PF00042	P02240|reviewed|Leghemoglobin-2|taxID:3873
PF00042	P04244|reviewed|Hemoglobin subunit beta|taxID:9692
PF00042	P04247|reviewed|Myoglobin|taxID:10090
PF00042	P06636|reviewed|Hemoglobin subunit alpha-3|taxID:8355
PF00042	P06637|reviewed|Hemoglobin subunit alpha-4|taxID:8355
PF00042	P07410|reviewed|Hemoglobin subunit beta-S/F|taxID:99861
PF00042	P07412|reviewed|Hemoglobin subunit beta-A/B|taxID:9685
PF00042	P07432|reviewed|Hemoglobin subunit beta-1|taxID:8354
PF00042	P07433|reviewed|Hemoglobin subunit beta-2|taxID:8354
PF00042	P08258|reviewed|Hemoglobin subunit alpha-1/2|taxID:9561
PF00042	P08261|reviewed|Hemoglobin subunit beta/beta'|taxID:1192867
PF00042	P08535|reviewed|Hemoglobin subunit beta|taxID:9983
PF00042	P09105|reviewed|Hemoglobin subunit theta-1|taxID:9606
PF00042	P09423|reviewed|Hemoglobin subunit alpha-I/II|taxID:9902
PF00042	P09905|reviewed|Hemoglobin subunit beta-1/2|taxID:9755
PF00042	P11517|reviewed|Hemoglobin subunit beta-2|taxID:10116
PF00042	P13557|reviewed|Hemoglobin subunit beta|taxID:1868482
PF00042	P14260|reviewed|Hemoglobin subunit beta|taxID:8855
PF00042	P14526|reviewed|Hemoglobin subunit beta|taxID:9354
PF00042	P15163|reviewed|Hemoglobin subunit alpha-1/2|taxID:9713
PF00042	P18969|reviewed|Hemoglobin subunit alpha|taxID:9649
PF00042	P18970|reviewed|Hemoglobin subunit alpha|taxID:9646
PF00042	P18975|reviewed|Hemoglobin subunit alpha|taxID:9689
PF00042	P18983|reviewed|Hemoglobin subunit beta|taxID:9646
PF00042	P18984|reviewed|Hemoglobin subunit beta|taxID:9767
PF00042	P19885|reviewed|Hemoglobin subunit beta|taxID:9572
PF00042	P21766|reviewed|Hemoglobin subunit alpha-1/2/3|taxID:9551
PF00042	P23017|reviewed|Hemoglobin subunit beta-1|taxID:8216
PF00042	P24232|reviewed|Flavohemoprotein|taxID:83333
PF00042	P24292|reviewed|Hemoglobin subunit beta|taxID:9371
PF00042	P26353|reviewed|Flavohemoprotein|taxID:99287
PF00042	P29625|reviewed|Hemoglobin subunit beta|taxID:8218
PF00042	P39662|reviewed|Flavohemoprotein|taxID:381666
PF00042	P39676|reviewed|Flavohemoprotein|taxID:559292
PF00042	P49852|reviewed|Flavohemoprotein|taxID:224308
PF00042	P55267|reviewed|Hemoglobin subunit alpha-C|taxID:8400
PF00042	P56692|reviewed|Hemoglobin subunit beta|taxID:2704970
PF00042	P63107|reviewed|Hemoglobin subunit alpha|taxID:9543
PF00042	P63109|reviewed|Hemoglobin subunit alpha|taxID:9690
PF00042	P63112|reviewed|Hemoglobin subunit alpha|taxID:9556
PF00042	P67821|reviewed|Hemoglobin subunit beta|taxID:9515
PF00042	P68048|reviewed|Hemoglobin subunit beta-1|taxID:9695
PF00042	P68049|reviewed|Hemoglobin subunit beta-1|taxID:9690
PF00042	P68050|reviewed|Hemoglobin subunit beta-1|taxID:9689
PF00042	P68051|reviewed|Hemoglobin subunit beta-1|taxID:9693
PF00042	P68056|reviewed|Hemoglobin subunit beta-C|taxID:9940
PF00042	P68064|reviewed|Hemoglobin subunit beta-2|taxID:9690
PF00042	P68082|reviewed|Myoglobin|taxID:9796
PF00042	P68087|reviewed|Hemoglobin subunit beta-1|taxID:50353
PF00042	P68168|reviewed|Anaerobic nitrite reductase|taxID:3476
PF00042	P68169|reviewed|Anaerobic nitrite reductase|taxID:3477
PF00042	P68222|reviewed|Hemoglobin subunit beta|taxID:9543
PF00042	P68223|reviewed|Hemoglobin subunit beta|taxID:9541
PF00042	P68224|reviewed|Hemoglobin subunit beta|taxID:9553
PF00042	P68225|reviewed|Hemoglobin subunit beta|taxID:9545
PF00042	P68228|reviewed|Hemoglobin subunit beta|taxID:30538
PF00042	P68229|reviewed|Hemoglobin subunit beta|taxID:9840
PF00042	P68231|reviewed|Hemoglobin subunit beta|taxID:9838
PF00042	P68240|reviewed|Hemoglobin subunit alpha-1/2|taxID:9940
PF00042	P68871|reviewed|Hemoglobin subunit beta|taxID:9606
PF00042	P68872|reviewed|Hemoglobin subunit beta|taxID:9597
PF00042	P68873|reviewed|Hemoglobin subunit beta|taxID:9598
PF00042	P69891|reviewed|Hemoglobin subunit gamma-1|taxID:9606
PF00042	P69892|reviewed|Hemoglobin subunit gamma-2|taxID:9606
PF00042	P69905|reviewed|Hemoglobin subunit alpha|taxID:9606
PF00042	P69906|reviewed|Hemoglobin subunit alpha|taxID:9597
PF00042	P69907|reviewed|Hemoglobin subunit alpha|taxID:9598
PF00042	P80044|reviewed|Hemoglobin subunit beta|taxID:40690
PF00042	P80271|reviewed|Hemoglobin subunit beta|taxID:334942
PF00042	P81043|reviewed|Hemoglobin subunit alpha|taxID:9315
PF00042	P83271|reviewed|Hemoglobin subunit alpha-2|taxID:65739
PF00042	P83479|reviewed|Hemoglobin cathodic subunit alpha|taxID:82655
PF00042	P83611|reviewed|Hemoglobin subunit alpha-1|taxID:36202
PF00042	P83613|reviewed|Hemoglobin subunit alpha-2|taxID:36202
PF00042	P83623|reviewed|Hemoglobin subunit alpha|taxID:56722
PF00042	P83682|reviewed|Myoglobin|taxID:9749
PF00042	P84609|reviewed|Hemoglobin subunit alpha-1|taxID:8049
PF00042	P84790|reviewed|Hemoglobin subunit alpha-A|taxID:219594
PF00042	P84791|reviewed|Hemoglobin subunit alpha-D|taxID:219594
PF00042	P84792|reviewed|Hemoglobin subunit beta|taxID:219594
PF00042	P84997|reviewed|Myoglobin|taxID:89462
PF00042	P85077|reviewed|Myoglobin|taxID:8801
PF00042	P85081|reviewed|Hemoglobin subunit alpha-1|taxID:420949
PF00042	P85083|reviewed|Hemoglobin subunit alpha-2|taxID:56716
PF00042	P86882|reviewed|Hemoglobin subunit alpha|taxID:215418
PF00042	Q03331|reviewed|Flavohemoprotein|taxID:4921
PF00042	Q10733|reviewed|Hemoglobin subunit beta|taxID:8467
PF00042	Q1AGS4|reviewed|Hemoglobin subunit alpha-2|taxID:185735
PF00042	Q1AGS5|reviewed|Hemoglobin subunit alpha-1|taxID:185735
PF00042	Q1AGS8|reviewed|Hemoglobin subunit alpha-2|taxID:44932
PF00042	Q1AGS9|reviewed|Hemoglobin subunit alpha-1|taxID:44932
PF00042	Q22663|reviewed|Globin-like protein 26|taxID:6239
PF00042	Q3C1F3|reviewed|Anaerobic nitrite reductase Glb1-2|taxID:34305
PF00042	Q3C1F4|reviewed|Anaerobic nitrite reductase Glb1-1|taxID:34305
PF00042	Q3C1F6|reviewed|Leghemoglobin 2|taxID:34305
PF00042	Q3C1F7|reviewed|Leghemoglobin 1|taxID:34305
PF00042	Q42785|reviewed|Anaerobic nitrite reductase Hb2|taxID:3847
PF00042	Q42831|reviewed|Anaerobic nitrite reductase GLB1|taxID:4513
PF00042	Q47266|reviewed|Flavohemoprotein|taxID:198628
PF00042	Q54D73|reviewed|Flavohemoprotein B|taxID:44689
PF00042	Q575S8|reviewed|Cytoglobin-2|taxID:7955
PF00042	Q575S9|reviewed|Cytoglobin-2|taxID:8090
PF00042	Q575T0|reviewed|Cytoglobin-1|taxID:8090
PF00042	Q59MV9|reviewed|Flavohemoprotein|taxID:237561
PF00042	Q6VN46|reviewed|Myoglobin|taxID:7955
PF00042	Q6WN22|reviewed|Hemoglobin subunit beta|taxID:9510
PF00042	Q6WN28|reviewed|Hemoglobin subunit beta|taxID:9483
PF00042	Q7M2Y5|reviewed|Hemoglobin subunit beta-2|taxID:50353
PF00042	Q8UUR3|reviewed|Cytoglobin-1|taxID:7955
PF00042	Q8WWM9|reviewed|Cytoglobin|taxID:9606
PF00042	Q8ZCR0|reviewed|Flavohemoprotein|taxID:632
PF00042	Q90485|reviewed|Hemoglobin subunit beta-2|taxID:7955
PF00042	Q90486|reviewed|Hemoglobin subunit beta-1|taxID:7955
PF00042	Q90YJ2|reviewed|Neuroglobin|taxID:7955
PF00042	Q91473|reviewed|Hemoglobin subunit beta|taxID:8030
PF00042	Q921A4|reviewed|Cytoglobin|taxID:10116
PF00042	Q99JA8|reviewed|Neuroglobin|taxID:10116
PF00042	Q9CX80|reviewed|Cytoglobin|taxID:10090
PF00042	Q9ER97|reviewed|Neuroglobin|taxID:10090
PF00042	Q9FEP8|reviewed|Leghemoglobin 3|taxID:34305
PF00042	Q9M593|reviewed|Anaerobic nitrite reductase GLB1|taxID:76912
PF00042	Q9NPG2|reviewed|Neuroglobin|taxID:9606
PF00042	Q9QZ76|reviewed|Myoglobin|taxID:10116
PF00042	Q9TSP1|reviewed|Hemoglobin subunit beta|taxID:9555
PF00042	Q9UAG7|reviewed|Flavohemoprotein A|taxID:44689
PF00042	Q9URY5|reviewed|Flavohemoprotein|taxID:284812
PF00042	A0A072TK64|reviewed|Anaerobic nitrite reductase Glb1-3|taxID:3880
PF00042	A0A0R0HW51|reviewed|Leghemoglobin 5|taxID:3847
PF00042	A2Y6J9|reviewed|Anaerobic nitrite reductase NSHB5|taxID:39946
PF00042	B2KHZ4|reviewed|Hemoglobin subunit beta|taxID:59479
PF00042	B3EWR8|reviewed|Hemoglobin cathodic subunit beta|taxID:1234705
PF00042	B7U9B5|reviewed|Myoglobin|taxID:9925
PF00042	C0HJE0|reviewed|Hemoglobin subunit alpha|taxID:84099
PF00042	C0HJE1|reviewed|Hemoglobin subunit beta|taxID:84099
PF00042	C0HJT6|reviewed|Hemoglobin subunit beta-1|taxID:100907
PF00042	C0HJT7|reviewed|Hemoglobin subunit beta-2|taxID:100907
PF00042	C0HJT8|reviewed|Hemoglobin subunit alpha (Fragment)|taxID:100907
PF00042	C0HJZ2|reviewed|Hemoglobin subunit alpha (Fragment)|taxID:191813
PF00042	C0HJZ3|reviewed|Hemoglobin subunit beta-1 (Fragment)|taxID:191813
PF00042	C0HJZ4|reviewed|Hemoglobin subunit beta-2 (Fragment)|taxID:191813
PF00042	C0HJZ5|reviewed|Hemoglobin subunit beta-3 (Fragment)|taxID:191813
PF00042	C0HKB7|reviewed|Myoglobin|taxID:55149
PF00042	C6LR75|reviewed|Flavohemoprotein|taxID:598745
PF00042	D0VX09|reviewed|Hemoglobin subunit alpha|taxID:132908
PF00042	E1F8H4|reviewed|Flavohemoprotein-2|taxID:658858
PF00042	E1F8Q4|reviewed|Flavohemoprotein-1|taxID:658858
PF00042	I3SPW2|reviewed|Anaerobic nitrite reductase Glb1-1|taxID:3880
PF00042	I3SX86|reviewed|Atypical leghemoglobin 2-1|taxID:34305
PF00042	K7N5M5|reviewed|Hemoglobin subunit alpha 1|taxID:56733
PF00042	K7N5M6|reviewed|Hemoglobin subunit beta-1|taxID:56733
PF00042	O12985|reviewed|Hemoglobin subunit alpha-D|taxID:8932
PF00042	O13071|reviewed|Hemoglobin subunit epsilon (Fragment)|taxID:52231
PF00042	O13077|reviewed|Hemoglobin subunit beta|taxID:8049
PF00042	O24521|reviewed|Anaerobic nitrite reductase AHB2|taxID:3702
PF00042	O48668|reviewed|Leghemoglobin Lb5-10|taxID:3888
PF00042	O77655|reviewed|Hemoglobin subunit gamma|taxID:9477
PF00042	O80405|reviewed|Leghemoglobin Lb120-1|taxID:3888
PF00042	O93349|reviewed|Hemoglobin subunit beta|taxID:35730
PF00042	P01923|reviewed|Hemoglobin subunit alpha|taxID:9595
PF00042	P01924|reviewed|Hemoglobin subunit alpha|taxID:88029
PF00042	P01926|reviewed|Hemoglobin subunit alpha|taxID:9534
PF00042	P01928|reviewed|Hemoglobin subunit alpha|taxID:9515
PF00042	P01929|reviewed|Hemoglobin subunit alpha|taxID:9487
PF00042	P01930|reviewed|Hemoglobin subunit alpha|taxID:164648
PF00042	P01932|reviewed|Hemoglobin subunit alpha|taxID:9565
PF00042	P01933|reviewed|Hemoglobin subunit alpha|taxID:9531
PF00042	P01936|reviewed|Hemoglobin subunit alpha|taxID:40322
PF00042	P01937|reviewed|Hemoglobin subunit alpha|taxID:9470
PF00042	P01938|reviewed|Hemoglobin subunit alpha|taxID:9468
PF00042	P01939|reviewed|Hemoglobin subunit alpha-B|taxID:9463
PF00042	P01940|reviewed|Hemoglobin subunit alpha|taxID:9477
PF00042	P01941|reviewed|Hemoglobin subunit alpha|taxID:9395
PF00042	P01943|reviewed|Hemoglobin subunit alpha|taxID:30637
PF00042	P01944|reviewed|Hemoglobin subunit alpha|taxID:10060
PF00042	P01945|reviewed|Hemoglobin subunit alpha|taxID:10036
PF00042	P01947|reviewed|Hemoglobin subunit alpha|taxID:10141
PF00042	P01949|reviewed|Hemoglobin subunit alpha|taxID:9365
PF00042	P01950|reviewed|Hemoglobin subunit alpha|taxID:9378
PF00042	P01951|reviewed|Hemoglobin subunit alpha|taxID:9375
PF00042	P01953|reviewed|Hemoglobin subunit alpha|taxID:9662
PF00042	P01954|reviewed|Hemoglobin subunit alpha|taxID:9783
PF00042	P01955|reviewed|Hemoglobin subunit alpha|taxID:9785
PF00042	P01956|reviewed|Hemoglobin subunit alpha|taxID:9407
PF00042	P01957|reviewed|Hemoglobin subunit alpha|taxID:9814
PF00042	P01962|reviewed|Hemoglobin subunit alpha-1/2|taxID:9801
PF00042	P01963|reviewed|Hemoglobin subunit alpha|taxID:9807
PF00042	P01964|reviewed|Hemoglobin subunit alpha|taxID:9361
PF00042	P01965|reviewed|Hemoglobin subunit alpha|taxID:9823
PF00042	P01967|reviewed|Hemoglobin subunit alpha-1|taxID:30521
PF00042	P01968|reviewed|Hemoglobin subunit alpha-2|taxID:30521
PF00042	P01969|reviewed|Hemoglobin subunit alpha|taxID:30520
PF00042	P01973|reviewed|Hemoglobin subunit alpha|taxID:9844
PF00042	P01975|reviewed|Hemoglobin subunit alpha|taxID:9317
PF00042	P01976|reviewed|Hemoglobin subunit alpha|taxID:9267
PF00042	P01977|reviewed|Hemoglobin subunit alpha-1|taxID:49271
PF00042	P01978|reviewed|Hemoglobin subunit alpha-2|taxID:49271
PF00042	P01979|reviewed|Hemoglobin subunit alpha|taxID:9258
PF00042	P01980|reviewed|Hemoglobin subunit alpha|taxID:9233
PF00042	P01981|reviewed|Hemoglobin subunit alpha-A|taxID:8801
PF00042	P01982|reviewed|Hemoglobin subunit alpha-A|taxID:8797
PF00042	P01983|reviewed|Hemoglobin subunit alpha-A|taxID:8928
PF00042	P01984|reviewed|Hemoglobin subunit alpha-A|taxID:9217
PF00042	P01985|reviewed|Hemoglobin subunit alpha-A|taxID:8851
PF00042	P01986|reviewed|Hemoglobin subunit alpha-A|taxID:8839
PF00042	P01987|reviewed|Hemoglobin subunit alpha-A|taxID:8855
PF00042	P01988|reviewed|Hemoglobin subunit alpha-A|taxID:8840
PF00042	P01989|reviewed|Hemoglobin subunit alpha-A|taxID:8844
PF00042	P01990|reviewed|Hemoglobin subunit alpha-A|taxID:8846
PF00042	P01991|reviewed|Hemoglobin subunit alpha-A|taxID:8853
PF00042	P01992|reviewed|Hemoglobin subunit alpha-A|taxID:8869
PF00042	P01993|reviewed|Hemoglobin subunit alpha-A|taxID:8962
PF00042	P01995|reviewed|Hemoglobin subunit alpha-A|taxID:9057
PF00042	P01996|reviewed|Hemoglobin subunit alpha-A|taxID:9226
PF00042	P01997|reviewed|Hemoglobin subunit alpha-A|taxID:9172
PF00042	P01998|reviewed|Hemoglobin subunit alpha|taxID:8501
PF00042	P01999|reviewed|Hemoglobin subunit alpha|taxID:8496
PF00042	P02000|reviewed|Hemoglobin subunit alpha|taxID:8499
PF00042	P02001|reviewed|Hemoglobin subunit alpha-D|taxID:9031
PF00042	P02002|reviewed|Hemoglobin subunit alpha-D|taxID:9057
PF00042	P02003|reviewed|Hemoglobin subunit alpha-D|taxID:8855
PF00042	P02004|reviewed|Hemoglobin subunit alpha-D|taxID:9172
PF00042	P02005|reviewed|Hemoglobin subunit alpha-D|taxID:8478
PF00042	P02006|reviewed|Hemoglobin subunit alpha-D|taxID:8463
PF00042	P02007|reviewed|Hemoglobin subunit pi|taxID:9031
PF00042	P02009|reviewed|Hemoglobin subunit zeta|taxID:9823
PF00042	P02010|reviewed|Hemoglobin subunit alpha|taxID:8706
PF00042	P02011|reviewed|Hemoglobin subunit alpha-3|taxID:8400
PF00042	P02012|reviewed|Hemoglobin subunit alpha-1|taxID:8355
PF00042	P02013|reviewed|Hemoglobin subunit alpha-2|taxID:8355
PF00042	P02014|reviewed|Hemoglobin subunit alpha|taxID:8321
PF00042	P02015|reviewed|Hemoglobin subunit alpha|taxID:8296
PF00042	P02018|reviewed|Hemoglobin subunit alpha|taxID:7957
PF00042	P02019|reviewed|Hemoglobin subunit alpha-1|taxID:8022
PF00042	P02020|reviewed|Hemoglobin subunit alpha|taxID:7883
PF00042	P02021|reviewed|Hemoglobin subunit alpha|taxID:7793
PF00042	P02026|reviewed|Hemoglobin subunit beta|taxID:9544
PF00042	P02028|reviewed|Hemoglobin subunit beta|taxID:9534
PF00042	P02029|reviewed|Hemoglobin subunit beta|taxID:9565
PF00042	P02030|reviewed|Hemoglobin subunit beta|taxID:9556
PF00042	P02031|reviewed|Hemoglobin subunit beta|taxID:9531
PF00042	P02032|reviewed|Hemoglobin subunit beta|taxID:88029
PF00042	P02033|reviewed|Hemoglobin subunit beta|taxID:164648
PF00042	P02035|reviewed|Hemoglobin subunit beta|taxID:9505
PF00042	P02038|reviewed|Hemoglobin subunit beta|taxID:9488
PF00042	P02039|reviewed|Hemoglobin subunit beta|taxID:9487
PF00042	P02040|reviewed|Hemoglobin subunit beta|taxID:9514
PF00042	P02044|reviewed|Hemoglobin subunit delta|taxID:9509
PF00042	P02046|reviewed|Hemoglobin subunit delta|taxID:9505
PF00042	P02047|reviewed|Hemoglobin subunit delta|taxID:9521
PF00042	P02048|reviewed|Hemoglobin subunit beta|taxID:9468
PF00042	P02049|reviewed|Hemoglobin subunit beta|taxID:9470
PF00042	P02051|reviewed|Hemoglobin subunit beta|taxID:9477
PF00042	P02052|reviewed|Hemoglobin subunit beta|taxID:9395
PF00042	P02054|reviewed|Hemoglobin subunit beta|taxID:9447
PF00042	P02055|reviewed|Hemoglobin subunit beta|taxID:9662
PF00042	P02058|reviewed|Hemoglobin subunit beta|taxID:9407
PF00042	P02059|reviewed|Hemoglobin subunit beta|taxID:9365
PF00042	P02060|reviewed|Hemoglobin subunit beta|taxID:9378
PF00042	P02061|reviewed|Hemoglobin subunit beta|taxID:9375
PF00042	P02062|reviewed|Hemoglobin subunit beta|taxID:9796
PF00042	P02064|reviewed|Hemoglobin subunit beta-1|taxID:9801
PF00042	P02065|reviewed|Hemoglobin subunit beta-2|taxID:9801
PF00042	P02073|reviewed|Hemoglobin subunit beta|taxID:9853
PF00042	P02076|reviewed|Hemoglobin subunit beta|taxID:9938
PF00042	P02080|reviewed|Hemoglobin subunit beta-C(NA)|taxID:9899
PF00042	P02081|reviewed|Hemoglobin fetal subunit beta|taxID:9913
PF00042	P02082|reviewed|Hemoglobin fetal subunit beta|taxID:9925
PF00042	P02083|reviewed|Hemoglobin fetal subunit beta|taxID:9940
PF00042	P02084|reviewed|Hemoglobin subunit beta|taxID:9783
PF00042	P02085|reviewed|Hemoglobin subunit beta|taxID:9785
PF00042	P02090|reviewed|Hemoglobin subunit beta|taxID:30637
PF00042	P02092|reviewed|Hemoglobin subunit beta|taxID:10054
PF00042	P02093|reviewed|Hemoglobin subunit beta|taxID:10060
PF00042	P02095|reviewed|Hemoglobin subunit beta|taxID:10141
PF00042	P02097|reviewed|Hemoglobin subunit gamma|taxID:9545
PF00042	P02099|reviewed|Hemoglobin subunit gamma|taxID:9986
PF00042	P02101|reviewed|Hemoglobin subunit epsilon|taxID:9823
PF00042	P02102|reviewed|Hemoglobin subunit epsilon-1|taxID:9925
PF00042	P02103|reviewed|Hemoglobin subunit epsilon|taxID:9986
PF00042	P02104|reviewed|Hemoglobin subunit epsilon-Y2|taxID:10090
PF00042	P02105|reviewed|Hemoglobin subunit epsilon-2|taxID:9925
PF00042	P02106|reviewed|Hemoglobin subunit beta|taxID:9317
PF00042	P02107|reviewed|Hemoglobin subunit beta|taxID:9321
PF00042	P02108|reviewed|Hemoglobin subunit beta|taxID:9310
PF00042	P02111|reviewed|Hemoglobin subunit beta|taxID:9258
PF00042	P02113|reviewed|Hemoglobin subunit beta|taxID:9057
PF00042	P02115|reviewed|Hemoglobin subunit beta|taxID:8840
PF00042	P02116|reviewed|Hemoglobin subunit beta|taxID:9226
PF00042	P02117|reviewed|Hemoglobin subunit beta|taxID:8844
PF00042	P02118|reviewed|Hemoglobin subunit beta|taxID:8846
PF00042	P02120|reviewed|Hemoglobin subunit beta|taxID:8851
PF00042	P02121|reviewed|Hemoglobin subunit beta|taxID:9217
PF00042	P02122|reviewed|Hemoglobin subunit beta|taxID:8962
PF00042	P02123|reviewed|Hemoglobin subunit beta|taxID:8801
PF00042	P02124|reviewed|Hemoglobin subunit beta|taxID:8797
PF00042	P02125|reviewed|Hemoglobin subunit beta|taxID:8928
PF00042	P02126|reviewed|Hemoglobin subunit beta|taxID:9172
PF00042	P02127|reviewed|Hemoglobin subunit rho|taxID:9031
PF00042	P02128|reviewed|Hemoglobin subunit epsilon|taxID:9031
PF00042	P02131|reviewed|Hemoglobin subunit beta|taxID:8499
PF00042	P02134|reviewed|Hemoglobin subunit beta|taxID:45623
PF00042	P02135|reviewed|Hemoglobin subunit beta|taxID:8400
PF00042	P02136|reviewed|Hemoglobin subunit beta-3|taxID:8400
PF00042	P02137|reviewed|Hemoglobin larval subunit beta-1|taxID:8355
PF00042	P02138|reviewed|Hemoglobin subunit beta|taxID:7883
PF00042	P02140|reviewed|Hemoglobin subunit beta|taxID:7957
PF00042	P02142|reviewed|Hemoglobin subunit beta-1|taxID:8022
PF00042	P02143|reviewed|Hemoglobin subunit beta|taxID:7793
PF00042	P02145|reviewed|Myoglobin|taxID:9598
PF00042	P02147|reviewed|Myoglobin|taxID:499232
PF00042	P02148|reviewed|Myoglobin|taxID:9600
PF00042	P02150|reviewed|Myoglobin|taxID:9541
PF00042	P02151|reviewed|Myoglobin|taxID:9505
PF00042	P02152|reviewed|Myoglobin|taxID:9483
PF00042	P02153|reviewed|Myoglobin|taxID:9515
PF00042	P02154|reviewed|Myoglobin|taxID:9519
PF00042	P02155|reviewed|Myoglobin|taxID:9521
PF00042	P02156|reviewed|Myoglobin|taxID:9365
PF00042	P02157|reviewed|Myoglobin|taxID:9662
PF00042	P02159|reviewed|Myoglobin|taxID:9622
PF00042	P02160|reviewed|Myoglobin|taxID:9626
PF00042	P02161|reviewed|Myoglobin|taxID:9704
PF00042	P02163|reviewed|Myoglobin|taxID:9407
PF00042	P02164|reviewed|Myoglobin|taxID:9818
PF00042	P02165|reviewed|Myoglobin|taxID:9395
PF00042	P02166|reviewed|Myoglobin|taxID:9473
PF00042	P02167|reviewed|Myoglobin|taxID:9470
PF00042	P02168|reviewed|Myoglobin|taxID:9463
PF00042	P02169|reviewed|Myoglobin|taxID:9453
PF00042	P02170|reviewed|Myoglobin|taxID:9986
PF00042	P02171|reviewed|Myoglobin|taxID:9978
PF00042	P02173|reviewed|Myoglobin|taxID:9733
PF00042	P02174|reviewed|Myoglobin|taxID:9731
PF00042	P02177|reviewed|Myoglobin|taxID:9764
PF00042	P02178|reviewed|Myoglobin|taxID:9773
PF00042	P02179|reviewed|Myoglobin|taxID:9767
PF00042	P02180|reviewed|Myoglobin|taxID:9770
PF00042	P02181|reviewed|Myoglobin|taxID:9725
PF00042	P02182|reviewed|Myoglobin|taxID:9760
PF00042	P02183|reviewed|Myoglobin|taxID:9758
PF00042	P02184|reviewed|Myoglobin|taxID:9752
PF00042	P02186|reviewed|Myoglobin|taxID:9783
PF00042	P02187|reviewed|Myoglobin|taxID:9785
PF00042	P02189|reviewed|Myoglobin|taxID:9823
PF00042	P02190|reviewed|Myoglobin|taxID:9940
PF00042	P02191|reviewed|Myoglobin|taxID:9860
PF00042	P02193|reviewed|Myoglobin|taxID:9267
PF00042	P02194|reviewed|Myoglobin|taxID:9321
